#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript1.ref      -           4.6e-141  461.1   0.4  5.1e-141  461.0   0.4   1.0   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      transcript1.ref.hmm
# Target file:     ctrl_1_protein
# Option settings: hmmer-3.1b2-cygwin64/binaries/hmmsearch --tblout ctrl_1_protein.transcript1.hits transcript1.ref.hmm ctrl_1_protein 
# Current dir:     /home/Brooke/Group_project/Brooke
# Date:            Fri Dec  1 11:12:07 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
Control1             -          transcript2.ref      -           3.4e-198  649.7   5.5  3.8e-198  649.6   5.5   1.0   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
